gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Mean TFH	Mean TH1	TFH:TFH_Rep1	TFH:TFH_Rep2	TH1:TH1_Rep1	TH1:TH1_Rep2
Slc18a1	1.06	0.2	0.22	0.89	0.37	2	2.11	0	2.67	1.56	0	0
Slc18a2	36.77	0.38	0.43	0.88	0.38	0.6	44.31	29.24	42.71	45.9	43.83	14.64
Slc19a1	476.81	0.8	0.26	3.15	0.0016	0.012	619.1	334.51	659.39	578.82	425.03	244
Slc19a2	248.53	-0.24	0.25	-0.97	0.33	0.55	225.82	271.24	232.25	219.39	260.66	281.81
Slc19a3	1.62	-0.17	0.27	-0.65	0.52	2	0.67	2.57	1.33	0	3.91	1.22
Slc1a1	0.98	-0.1	0.21	-0.47	0.64	2	0.39	1.57	0	0.78	3.13	0
Slc1a2	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Slc1a4	66.03	0.36	0.38	0.96	0.33	0.55	76.66	55.4	65.4	87.91	68.1	42.7
Slc1a5	5685.06	-0.46	0.16	-2.82	0.0048	0.028	4753.71	6616.41	5025.5	4481.93	6515.62	6717.2
Slc1a7	1.56	0.06	0.25	0.24	0.81	2	1.94	1.17	0	3.89	2.35	0
Slc20a1	3032.3	-0.64	0.19	-3.34	0.00083	0.0068	2341.73	3722.86	2305.19	2378.28	3129.44	4316.28
Slc20a2	184.97	0.3	0.28	1.07	0.28	0.5	206.64	163.3	205.56	207.72	186.29	140.3
Slc22a1	0.8	-0.07	0.19	-0.34	0.73	2	0.39	1.22	0	0.78	0	2.44
Slc22a13	1.56	0.11	0.28	0.39	0.69	2	2.11	1	2.67	1.56	0.78	1.22
Slc22a15	213.71	0.38	0.26	1.45	0.15	0.33	244.16	183.25	236.26	252.06	184.73	181.78
Slc22a17	15.82	0.11	0.45	0.25	0.8	2	17.24	14.41	26.7	7.78	11.74	17.08
Slc22a20	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Slc22a21	1.81	-0.15	0.29	-0.51	0.61	2	1.06	2.57	1.33	0.78	3.91	1.22
Slc22a23	7.23	0.03	0.43	0.08	0.94	2	7.51	6.96	8.01	7	7.83	6.1
Slc22a3	1.41	-0.16	0.24	-0.65	0.51	2	0.39	2.44	0	0.78	0	4.88
Slc22a5	261.83	0.18	0.29	0.62	0.54	0.73	280.75	242.9	292.32	269.18	316.23	169.58
Slc23a1	9.18	-0.32	0.44	-0.73	0.46	2	6.62	11.75	9.34	3.89	12.52	10.98
Slc23a2	936.51	0.12	0.19	0.66	0.51	0.71	978.42	894.6	923.68	1033.15	887.64	901.56
Slc23a3	4.78	-0.39	0.38	-1.03	0.3	2	1.94	7.62	0	3.89	5.48	9.76
Slc24a1	0.59	-0.03	0.17	-0.2	0.84	2	0.39	0.78	0	0.78	1.57	0
Slc24a3	2.42	-0.03	0.32	-0.08	0.93	2	2.22	2.61	1.33	3.11	1.57	3.66
Slc24a4	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Slc24a5	25.47	0.05	0.44	0.11	0.92	0.96	25.96	24.99	20.02	31.9	21.92	28.06
Slc24a6	370.86	-1.02	0.23	-4.41	1.10E-05	0.00016	235.83	505.89	242.93	228.73	457.91	553.87
Slc25a1	412.09	-0.02	0.22	-0.11	0.92	0.96	408.61	415.56	411.12	406.1	418.77	412.35
Slc25a10	348.64	-0.16	0.24	-0.66	0.51	0.71	328.16	369.12	307	349.31	412.51	325.73
Slc25a11	2439.68	0	0.19	0	1	1	2440.25	2439.11	2557.46	2323.04	2750.59	2127.64
Slc25a12	2174.39	0.03	0.17	0.19	0.85	0.92	2199.24	2149.53	2151.69	2246.8	2179.96	2119.1
Slc25a13	349.8	0.98	0.27	3.66	0.00025	0.0025	477.05	222.54	491.2	462.9	286.49	158.6
Slc25a14	222.11	-0.02	0.26	-0.07	0.94	0.97	220.99	223.23	229.58	212.39	251.26	195.2
Slc25a15	319.09	0.24	0.23	1.04	0.3	0.52	347.74	290.43	352.39	343.09	277.09	303.77
Slc25a16	671.11	0.29	0.2	1.43	0.15	0.34	741.38	600.83	723.46	759.31	635.59	566.07
Slc25a17	1292.69	0.37	0.18	2.07	0.039	0.13	1466.89	1118.49	1497.64	1436.15	1178.04	1058.94
Slc25a18	5.76	-0.49	0.41	-1.2	0.23	2	2.5	9.01	2.67	2.33	7.04	10.98
Slc25a19	698.92	0.06	0.2	0.29	0.77	0.88	714.89	682.96	756.83	672.95	730.31	635.61
Slc25a2	4.09	-0.16	0.38	-0.43	0.66	2	3	5.18	1.33	4.67	5.48	4.88
Slc25a20	891.97	-0.28	0.2	-1.38	0.17	0.36	801.38	982.55	811.55	791.2	861.03	1104.08
Slc25a22	981.54	0.43	0.23	1.9	0.057	0.17	1139.11	823.97	1298.75	979.47	985.48	662.45
Slc25a23	324.63	-0.09	0.25	-0.37	0.71	0.85	314.22	335.03	339.04	289.41	388.24	281.81
Slc25a24	1357.52	-0.98	0.2	-4.82	1.40E-06	2.60E-05	890.42	1824.61	863.61	917.24	1524.02	2125.2
Slc25a25	438.87	-0.31	0.23	-1.33	0.18	0.38	389.11	488.62	416.46	361.76	425.82	551.43
Slc25a26	95.46	0.5	0.33	1.52	0.13	0.3	114.8	76.13	112.12	117.47	79.06	73.2
Slc25a27	43.47	0.29	0.41	0.7	0.49	0.69	49.25	37.7	34.7	63.79	37.57	37.82
Slc25a28	318.62	-0.28	0.24	-1.16	0.25	0.46	286.25	350.98	296.32	276.18	383.55	318.41
Slc25a29	18.69	0.33	0.45	0.72	0.47	2	22.46	14.93	20.02	24.9	16.44	13.42
Slc25a3	7173.29	-0.41	0.17	-2.45	0.014	0.065	6130.77	8215.81	5780.99	6480.55	8701.84	7729.78
Slc25a30	590.85	-0.3	0.2	-1.49	0.14	0.32	525.3	656.4	537.92	512.69	622.29	690.51
Slc25a32	656.3	0.28	0.21	1.35	0.18	0.37	723.81	588.79	700.77	746.86	648.12	529.47
Slc25a33	114.34	-0.55	0.32	-1.72	0.086	0.23	88.5	140.18	77.42	99.58	120.54	159.82
Slc25a34	1.52	-0.22	0.24	-0.95	0.34	2	0	3.05	0	0	0	6.1
Slc25a35	82.54	0.15	0.35	0.44	0.66	0.81	88.17	76.9	90.77	85.58	91.58	62.22
Slc25a36	672.63	0.82	0.22	3.77	0.00016	0.0017	871.56	473.69	931.69	811.43	544.79	402.59
Slc25a37	875.72	0.11	0.19	0.58	0.56	0.75	911.34	840.09	911.66	911.01	888.42	791.77
Slc25a38	607.34	0.07	0.21	0.34	0.73	0.86	622.35	592.33	577.97	666.73	550.27	634.39
Slc25a39	882.07	-0.01	0.19	-0.04	0.97	0.98	879.82	884.33	883.63	876	924.43	844.22
Slc25a4	2084.81	-0.15	0.21	-0.7	0.48	0.69	1972.43	2197.19	1931.45	2013.41	1738.49	2655.89
Slc25a40	442.47	0.02	0.24	0.07	0.95	0.97	445.51	439.43	416.46	474.57	518.96	359.89
Slc25a42	129.08	-0.46	0.33	-1.38	0.17	0.36	104.23	153.92	98.77	109.69	104.11	203.74
Slc25a43	7.07	-0.42	0.42	-1.01	0.31	2	3.78	10.36	1.33	6.22	10.96	9.76
Slc25a44	1108.5	0.01	0.19	0.03	0.97	0.99	1112.06	1104.93	1183.96	1040.16	1185.08	1024.78
Slc25a45	539.46	0.44	0.25	1.8	0.072	0.2	629.07	449.85	576.63	681.51	558.1	341.59
Slc25a46	1686.58	0.4	0.2	2	0.046	0.15	1930.29	1442.87	2022.21	1838.36	1674.3	1211.44
Slc25a47	17.5	0.28	0.45	0.61	0.54	2	20.73	14.27	17.35	24.12	18.79	9.76
Slc25a48	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Slc25a5	9165.4	0.53	0.16	3.3	0.00096	0.0077	10886.3	7444.49	10507.49	11265.11	7748.45	7140.53
Slc26a1	9.35	0.68	0.44	1.54	0.12	2	14.73	3.96	14.68	14.78	5.48	2.44
Slc26a10	107.86	0.4	0.33	1.2	0.23	0.44	125.71	90.01	149.5	101.92	97.06	82.96
Slc26a11	342.22	0.28	0.24	1.17	0.24	0.45	377.87	306.57	383.09	372.65	263	350.13
Slc26a2	795.76	0.56	0.19	2.91	0.0036	0.022	954.81	636.7	950.37	959.25	620.72	652.69
Slc26a6	177	-0.39	0.29	-1.36	0.17	0.37	149.26	204.74	128.14	170.38	177.68	231.8
Slc27a1	65.96	-0.29	0.38	-0.77	0.44	0.65	57.38	74.54	68.07	46.68	56.36	92.72
Slc27a2	0.39	0	0.16	0	1	2	0.39	0.39	0	0.78	0.78	0
Slc27a3	14.87	0.07	0.45	0.15	0.88	2	15.51	14.24	14.68	16.34	10.18	18.3
Slc27a4	419.47	-0.75	0.22	-3.41	0.00065	0.0056	306.48	532.46	305.67	307.3	513.48	551.43
Slc27a5	1.78	-0.03	0.28	-0.11	0.91	2	1.56	2	0	3.11	1.57	2.44
Slc27a6	7.8	-0.57	0.41	-1.41	0.16	2	2.61	12.98	1.33	3.89	1.57	24.4
Slc28a2	1090.57	0.28	0.19	1.5	0.13	0.31	1202.16	978.99	1228.01	1176.3	897.82	1060.16
Slc28a3	6.05	0.05	0.39	0.13	0.9	2	6.62	5.48	9.34	3.89	10.96	0
Slc29a1	2463.58	0.44	0.18	2.36	0.018	0.078	2848.85	2078.32	2668.25	3029.44	1838.68	2317.96
Slc29a2	31.88	0.35	0.43	0.81	0.42	0.64	37.69	26.07	42.71	32.68	28.96	23.18
Slc29a3	610.99	0.67	0.22	3.07	0.0021	0.015	759.99	462	827.57	692.4	518.96	405.03
Slc29a4	19.84	-0.24	0.45	-0.52	0.6	2	16.79	22.88	13.35	20.23	36.01	9.76
Slc2a1	1218.77	-0.62	0.18	-3.36	0.00078	0.0065	949.69	1487.85	927.68	971.69	1390.95	1584.75
Slc2a2	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Slc2a3	1028.84	-0.56	0.2	-2.82	0.0047	0.028	824.38	1233.3	923.68	725.07	1223.44	1243.16
Slc2a4	3.45	-0.28	0.35	-0.82	0.41	2	1.56	5.35	0	3.11	7.04	3.66
Slc2a6	13.62	0.25	0.45	0.56	0.58	2	16.01	11.23	13.35	18.67	7.83	14.64
Slc2a8	145.9	-0.04	0.32	-0.13	0.89	0.95	142.7	149.09	132.14	153.26	101.76	196.42
Slc2a9	202.99	0.5	0.27	1.85	0.064	0.19	241.62	164.36	266.96	216.28	162.81	165.92
Slc30a1	315.17	-0.19	0.25	-0.74	0.46	0.67	292.59	337.75	304.33	280.85	280.22	395.27
Slc30a10	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Slc30a3	9.6	-0.32	0.44	-0.72	0.47	2	7.01	12.19	9.34	4.67	10.96	13.42
Slc30a4	651.44	-0.19	0.21	-0.91	0.36	0.58	606.85	696.04	591.31	622.38	768.66	623.41
Slc30a5	1781.26	0.03	0.19	0.14	0.89	0.94	1797.79	1764.72	1724.55	1871.04	1550.63	1978.8
Slc30a6	317.8	0.06	0.26	0.22	0.83	0.91	325.22	310.38	319.02	331.42	380.42	240.34
Slc30a7	994.33	0.07	0.19	0.36	0.72	0.85	1019.24	969.41	1022.45	1016.04	1023.84	914.98
Slc30a9	1296.84	0.02	0.18	0.14	0.89	0.95	1308.04	1285.64	1288.08	1328.01	1302.5	1268.78
Slc31a1	779.72	0.03	0.22	0.16	0.88	0.94	790.53	768.91	787.53	793.54	920.51	617.31
Slc31a2	93.36	-0.21	0.33	-0.62	0.54	0.73	85.56	101.16	89.43	81.69	98.63	103.7
Slc32a1	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Slc33a1	557.13	-0.19	0.21	-0.88	0.38	0.6	519.63	594.63	521.9	517.35	651.25	538.01
Slc34a3	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Slc35a1	565.82	0.39	0.21	1.82	0.069	0.2	645.54	486.09	640.7	650.39	430.51	541.67
Slc35a2	381.23	-0.08	0.23	-0.34	0.73	0.86	370.55	391.92	415.12	325.97	400.77	383.07
Slc35a3	1576.36	0.05	0.18	0.29	0.77	0.88	1607.91	1544.8	1593.74	1622.08	1702.48	1387.12
Slc35a4	3067.5	0.11	0.18	0.61	0.54	0.73	3190.21	2944.78	3336.98	3043.45	3261.72	2627.83
Slc35a5	518.14	0.21	0.23	0.9	0.37	0.58	559.33	476.94	577.97	540.69	565.93	387.95
Slc35b1	1648.15	-0.86	0.18	-4.83	1.30E-06	2.50E-05	1154.84	2141.47	1165.27	1144.4	2269.98	2012.96
Slc35b2	907.02	-0.23	0.19	-1.21	0.23	0.44	831.66	982.39	807.55	855.77	942.43	1022.34
Slc35b3	967.58	0.18	0.19	0.98	0.33	0.55	1031.35	903.8	1007.77	1054.94	926.78	880.82
Slc35b4	1419.34	0.11	0.18	0.61	0.54	0.73	1474.82	1363.86	1453.59	1496.05	1419.91	1307.82
Slc35c1	2568.97	-0.12	0.19	-0.62	0.53	0.73	2460.4	2677.54	2361.25	2559.55	3056.64	2298.44
Slc35c2	1100.47	-0.39	0.18	-2.15	0.032	0.12	944.7	1256.23	950.37	939.02	1204.65	1307.82
Slc35d1	594	-0.2	0.22	-0.9	0.37	0.59	550.19	637.82	519.23	581.15	553.4	722.23
Slc35d2	359.98	-0.31	0.25	-1.24	0.21	0.42	318.65	401.31	294.99	342.31	472	330.61
Slc35d3	76.29	-0.91	0.38	-2.41	0.016	0.07	47.48	105.09	65.4	29.56	95.5	114.68
Slc35e1	4740.41	-0.06	0.16	-0.4	0.69	0.83	4629.59	4851.24	4406.15	4853.02	4759.12	4943.35
Slc35e2	1285.62	0.27	0.18	1.53	0.13	0.3	1411.35	1159.89	1421.55	1401.14	1130.29	1189.48
Slc35e3	160.21	-0.04	0.3	-0.13	0.9	0.95	157.21	163.21	140.15	174.27	138.55	187.88
Slc35e4	19.93	-0.58	0.45	-1.29	0.2	2	12.84	27.03	9.34	16.34	32.09	21.96
Slc35f2	572.61	-0.13	0.24	-0.54	0.59	0.77	544.53	600.69	531.25	557.81	465.74	735.65
Slc35f3	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Slc35f5	40.54	0.32	0.41	0.77	0.44	0.66	47.09	33.99	56.06	38.12	39.92	28.06
Slc36a1	1224.39	-0.49	0.21	-2.36	0.018	0.078	1005.1	1443.67	1094.53	915.68	1206.22	1681.13
Slc36a3	18.95	-0.48	0.45	-1.06	0.29	2	13.4	24.51	12.01	14.78	25.83	23.18
Slc36a4	228.46	0.31	0.27	1.16	0.25	0.46	254.93	201.99	218.91	290.96	183.16	220.82
Slc37a1	637.11	0.2	0.2	1	0.32	0.54	684.41	589.82	692.76	676.06	626.98	552.65
Slc37a2	263.2	-1.38	0.29	-4.68	2.80E-06	4.80E-05	131.91	394.48	112.12	151.71	280.22	508.73
Slc37a3	1292.1	-0.23	0.18	-1.3	0.19	0.4	1183.75	1400.45	1201.31	1166.19	1347.9	1452.99
Slc37a4	542.56	-0.14	0.22	-0.62	0.53	0.73	513.89	571.22	492.54	535.25	486.09	656.35
Slc38a1	8954.19	0.45	0.16	2.82	0.0048	0.028	10377.96	7530.41	10013.62	10742.31	7659.22	7401.61
Slc38a10	3544.84	-0.24	0.17	-1.45	0.15	0.33	3238.04	3851.64	3299.61	3176.48	3635.88	4067.41
Slc38a11	2.22	-0.03	0.27	-0.11	0.91	2	2	2.44	4	0	0	4.88
Slc38a2	3785.13	-0.18	0.17	-1.04	0.3	0.52	3545.68	4024.58	3558.56	3532.79	3724.33	4324.82
Slc38a3	3.12	-0.02	0.34	-0.06	0.95	2	3.06	3.18	5.34	0.78	3.91	2.44
Slc38a4	1.14	-0.01	0.23	-0.05	0.96	2	1.06	1.22	1.33	0.78	0	2.44
Slc38a6	71.73	0.06	0.36	0.17	0.86	0.93	73.55	69.91	74.75	72.35	64.19	75.64
Slc38a7	300.27	0.33	0.24	1.36	0.18	0.37	337.57	262.97	348.38	326.75	288.05	237.9
Slc38a9	480.22	0.34	0.25	1.38	0.17	0.36	542.27	418.17	581.97	502.57	514.27	322.07
Slc39a1	1703.2	0.33	0.18	1.83	0.068	0.2	1908.31	1498.08	2090.29	1726.33	1533.41	1462.75
Slc39a10	1197.8	0.56	0.2	2.86	0.0042	0.026	1441.05	954.55	1368.16	1513.94	1077.07	832.03
Slc39a11	324.48	0.06	0.24	0.27	0.79	0.89	331.95	317.01	336.37	327.53	280.22	353.79
Slc39a13	127.98	0.49	0.3	1.63	0.1	0.26	152.77	103.2	146.83	158.71	108.8	97.6
Slc39a14	1155.6	-0.24	0.19	-1.27	0.2	0.41	1056.75	1254.45	1015.78	1097.73	1337.72	1171.18
Slc39a2	12.24	0.12	0.45	0.25	0.8	2	13.29	11.19	13.35	13.23	10.18	12.2
Slc39a3	455.99	0.18	0.22	0.85	0.39	0.61	486.65	425.32	455.16	518.13	418.77	431.87
Slc39a4	281.99	-0.75	0.25	-3.01	0.0026	0.017	204.37	359.62	218.91	189.83	326.41	392.83
Slc39a5	18.47	0.66	0.45	1.45	0.15	2	26.19	10.75	36.04	16.34	11.74	9.76
Slc39a6	1102.9	0.02	0.18	0.13	0.9	0.95	1112.24	1093.56	1097.2	1127.29	1142.82	1044.3
Slc39a7	3676.87	-0.25	0.16	-1.52	0.13	0.3	3350.63	4003.1	3438.43	3262.84	3938.8	4067.41
Slc39a8	205.14	0.08	0.27	0.29	0.77	0.88	210.8	199.47	197.55	224.06	176.9	222.04
Slc39a9	2379.08	0.11	0.17	0.67	0.5	0.7	2475.96	2282.19	2379.94	2571.99	2279.37	2285.02
Slc3a1	3.09	0.19	0.34	0.55	0.58	2	4.17	2	1.33	7	1.57	2.44
Slc3a2	2057.98	-0.3	0.18	-1.69	0.092	0.24	1836.41	2279.55	1976.83	1695.99	2175.26	2383.84
Slc40a1	12.45	-0.19	0.44	-0.43	0.66	2	10	14.89	1.33	18.67	7.83	21.96
Slc41a1	1879.77	0.97	0.19	5.08	3.80E-07	7.90E-06	2519.04	1240.49	2799.06	2239.02	1354.94	1126.04
Slc41a2	26.93	-1.14	0.45	-2.55	0.011	0.053	10.84	43.02	14.68	7	25.05	61
Slc41a3	66.2	-0.23	0.36	-0.63	0.53	0.72	59.54	72.87	56.06	63.02	68.88	76.86
Slc43a1	155.26	1.19	0.3	3.94	8.20E-05	0.00097	223.56	86.97	264.29	182.82	86.1	87.84
Slc43a2	2937.94	-0.46	0.2	-2.32	0.02	0.084	2452.1	3423.78	2315.87	2588.33	2826.51	4021.05
Slc43a3	1643.16	0.1	0.18	0.57	0.57	0.75	1706.1	1580.22	1840.68	1571.51	1658.65	1501.79
Slc44a1	110.89	-0.12	0.32	-0.38	0.7	0.84	104.9	116.88	90.77	119.03	105.67	128.1
Slc44a2	12573.53	0.08	0.16	0.51	0.61	0.78	12937.81	12209.25	13526.79	12348.83	12094.28	12324.22
Slc44a3	0.5	-0.1	0.16	-0.6	0.55	2	0	1	0	0	0.78	1.22
Slc44a4	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Slc45a1	0.72	0.06	0.2	0.32	0.75	2	1.06	0.39	1.33	0.78	0.78	0
Slc45a3	2.06	0.01	0.31	0.03	0.98	2	2.11	2	2.67	1.56	1.57	2.44
Slc45a4	703.53	0.82	0.22	3.81	0.00014	0.0016	910.99	496.06	887.64	934.35	576.1	416.01
Slc46a1	12.88	0.7	0.45	1.54	0.12	2	19.18	6.57	17.35	21.01	7.04	6.1
Slc46a3	192.98	-0.12	0.28	-0.44	0.66	0.81	184.36	201.6	206.89	161.82	223.87	179.34
Slc48a1	1608.38	0	0.18	0	1	1	1609.28	1607.48	1671.16	1547.4	1761.97	1452.99
Slc4a1	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Slc4a10	4.28	0.17	0.38	0.45	0.65	2	5.39	3.18	5.34	5.45	3.91	2.44
Slc4a11	74.28	-0.25	0.36	-0.7	0.48	0.69	66.6	81.95	69.41	63.79	93.15	70.76
Slc4a1ap	713.71	-0.14	0.2	-0.68	0.5	0.7	677.41	750.02	702.1	652.72	680.21	819.83
Slc4a2	1960.01	-0.51	0.21	-2.47	0.014	0.062	1597.39	2322.64	1537.68	1657.09	1863.73	2781.55
Slc4a4	0.39	-0.09	0.16	-0.58	0.56	2	0	0.78	0	0	1.57	0
Slc4a5	6.25	-0.08	0.42	-0.19	0.85	2	5.67	6.84	6.67	4.67	3.91	9.76
Slc4a7	1303.63	0.36	0.18	2.06	0.04	0.14	1474.21	1133.05	1456.26	1492.16	1130.29	1135.8
Slc4a8	535.29	0.18	0.21	0.86	0.39	0.61	569.77	500.81	564.62	574.93	489.22	512.39
Slc50a1	813.56	0.06	0.19	0.29	0.77	0.88	830.06	797.07	831.58	828.55	821.89	772.25
Slc5a1	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Slc5a10	1.98	-0.29	0.29	-0.98	0.33	2	0.39	3.57	0	0.78	4.7	2.44
Slc5a11	1.95	0.03	0.3	0.09	0.93	2	2.11	1.78	2.67	1.56	2.35	1.22
Slc5a12	0.58	0.03	0.17	0.21	0.84	2	0.78	0.39	0	1.56	0.78	0
Slc5a2	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Slc5a3	1024.92	0.92	0.19	4.94	7.90E-07	1.50E-05	1353.58	696.25	1353.48	1353.68	726.39	666.11
Slc5a5	1.37	-0.09	0.24	-0.38	0.7	2	0.78	1.96	0	1.56	3.91	0
Slc5a6	210.17	0.26	0.28	0.95	0.34	0.56	231.94	188.4	233.59	230.28	223.08	153.72
Slc5a8	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Slc6a13	3.56	-0.37	0.35	-1.06	0.29	2	1.17	5.96	0	2.33	7.04	4.88
Slc6a18	0.58	0.1	0.16	0.6	0.55	2	1.17	0	0	2.33	0	0
Slc6a19	1.45	0.12	0.26	0.45	0.66	2	2.11	0.78	2.67	1.56	1.57	0
Slc6a2	5.31	0.2	0.4	0.49	0.62	2	6.67	3.96	4	9.34	5.48	2.44
Slc6a20a	0.59	-0.1	0.16	-0.6	0.55	2	0	1.17	0	0	2.35	0
Slc6a20b	4.05	-0.02	0.35	-0.07	0.95	2	3.84	4.27	5.34	2.33	0	8.54
Slc6a4	1.11	-0.2	0.23	-0.89	0.37	2	0	2.22	0	0	0.78	3.66
Slc6a6	3322.22	0.39	0.17	2.34	0.019	0.08	3784.45	2859.98	3808.16	3760.74	3001.85	2718.11
Slc6a8	30.31	-0.19	0.44	-0.44	0.66	0.81	27.47	33.16	34.7	20.23	40.7	25.62
Slc6a9	18.02	-0.37	0.45	-0.82	0.41	2	13.84	22.19	16.02	11.67	29.74	14.64
Slc7a1	3774.67	0.03	0.16	0.2	0.84	0.92	3818.18	3731.16	3809.5	3826.87	3641.36	3820.97
Slc7a11	13.41	-0.64	0.45	-1.41	0.16	2	7.39	19.42	9.34	5.45	15.66	23.18
Slc7a14	15.61	-0.08	0.45	-0.17	0.86	2	14.67	16.54	10.68	18.67	17.22	15.86
Slc7a2	6.6	-0.03	0.42	-0.06	0.95	2	6.45	6.75	6.67	6.22	8.61	4.88
Slc7a3	26.76	-0.52	0.44	-1.2	0.23	0.44	19.18	34.35	17.35	21.01	32.09	36.6
Slc7a4	2.36	-0.04	0.32	-0.14	0.89	2	2.11	2.61	2.67	1.56	1.57	3.66
Slc7a5	3464.43	0.04	0.2	0.2	0.84	0.92	3517.55	3411.32	3668.01	3367.09	4131.36	2691.27
Slc7a6	1643.49	0.4	0.17	2.29	0.022	0.089	1878.01	1408.96	1920.77	1835.25	1369.81	1448.11
Slc7a6os	616.3	-0.18	0.21	-0.88	0.38	0.6	574.16	658.43	572.63	575.7	590.98	725.89
Slc7a7	30.79	-0.2	0.43	-0.48	0.63	0.8	27.46	34.13	25.36	29.56	32.88	35.38
Slc7a8	17.69	0.16	0.45	0.34	0.73	2	19.46	15.93	18.69	20.23	17.22	14.64
Slc8a1	4.46	-0.49	0.34	-1.44	0.15	2	0.39	8.54	0	0.78	0	17.08
Slc8a2	0.61	-0.1	0.16	-0.6	0.55	2	0	1.22	0	0	0	2.44
Slc8a3	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Slc9a1	1562.16	0.02	0.18	0.12	0.9	0.95	1575.03	1549.29	1633.79	1516.28	1607.77	1490.81
Slc9a2	4.73	-0.38	0.39	-0.97	0.33	2	2.22	7.23	1.33	3.11	4.7	9.76
Slc9a3	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Slc9a3r1	2870.96	-0.48	0.17	-2.87	0.0041	0.025	2382.01	3359.91	2410.64	2353.38	3223.37	3496.46
Slc9a3r2	3.01	0.03	0.33	0.1	0.92	2	3.28	2.74	2.67	3.89	5.48	0
Slc9a5	180.07	-1.11	0.28	-4.02	5.90E-05	0.00073	107.63	252.51	109.45	105.8	251.26	253.76
Slc9a6	800.02	-0.16	0.22	-0.76	0.45	0.66	750.91	849.13	782.19	719.63	696.65	1001.6
Slc9a7	110.55	0.43	0.32	1.34	0.18	0.38	129.65	91.46	144.16	115.14	85.32	97.6
Slc9a8	1640.72	0.58	0.18	3.24	0.0012	0.0092	1979.39	1302.06	1974.16	1984.62	1398.78	1205.34
Slc9a9	608.99	0.76	0.21	3.66	0.00025	0.0025	775.72	442.25	848.93	702.51	436.77	447.73
Slco3a1	1545.03	-0.58	0.18	-3.3	0.00095	0.0077	1225.27	1864.79	1211.99	1238.54	1788.59	1940.99
Slco4a1	430.41	-0.85	0.22	-3.82	0.00014	0.0015	300.43	560.4	317.68	283.18	592.54	528.25
Slco5a1	0.64	0	0.17	0.03	0.98	2	0.67	0.61	1.33	0	0	1.22
Slco6b1	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Slfn1	16296.29	0.17	0.17	1.04	0.3	0.52	17318.85	15273.73	19022.14	15615.56	15702.76	14844.69
Slfn10-ps	550.05	-0.39	0.26	-1.5	0.13	0.31	469.52	630.58	544.6	394.43	465.74	795.43
Slfn2	10160.16	-0.29	0.16	-1.83	0.068	0.2	9095.01	11225.31	9183.38	9006.64	10596.1	11854.53
Slfn3	1181.1	-0.25	0.18	-1.41	0.16	0.35	1072.95	1289.25	1087.86	1058.05	1263.36	1315.14
Slfn4	1017.3	-0.89	0.2	-4.51	6.40E-06	1.00E-04	699.47	1335.12	703.44	695.51	1184.3	1485.93
Slfn5	7782.34	2.17	0.2	10.96	5.60E-28	8.70E-26	12923.49	2641.18	13568.17	12278.81	3169.36	2113
Slfn8	4460.09	-0.28	0.18	-1.61	0.11	0.27	4003.5	4916.68	4056.44	3950.57	4354.44	5478.92
Slfn9	697.99	-0.24	0.24	-0.98	0.33	0.55	634.35	761.63	583.3	685.4	564.36	958.9
Slfnl1	0.33	0.09	0.15	0.56	0.57	2	0.67	0	1.33	0	0	0
Slit1	1.41	-0.16	0.24	-0.65	0.51	2	0.39	2.44	0	0.78	0	4.88
Slit2	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Slit3	0.33	0.09	0.15	0.56	0.57	2	0.67	0	1.33	0	0	0
Slk	2369.01	-0.16	0.18	-0.92	0.36	0.58	2229.87	2508.14	2171.71	2288.03	2287.2	2729.09
Slmap	2377.94	0.01	0.17	0.08	0.94	0.97	2389.22	2366.67	2370.59	2407.84	2201.88	2531.45
Slmo1	5.98	0.26	0.41	0.62	0.54	2	7.78	4.18	9.34	6.22	4.7	3.66
